Name;Name on Shirt;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Register Position;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Response/Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality/Tenacity;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency
ZVI ROSEN;ROSEN;Israel;25;181;75;L;R;CB; CB;2;66;86;86;81;76;83;78;72;77;77;76;73;73;66;85;66;69;81;82;75;87;50;79;6;4;3
TO?I?;TOSIC;Servia;25;171;68;L;R;LMF; LB LMF RMF AMF LWF RWF SS;2;76;43;68;74;81;71;88;85;84;76;73;78;76;66;79;79;81;65;73;83;66;50;67;4;4;4
A?IMOVI?;ACIMOVIC;Eslovenia;25;187;81;R;R;AMF; LMF RMF AMF;1;83;49;84;82;79;79;80;87;81;84;82;87;83;78;86;86;83;78;77;86;77;45;84;7;6;5
D?ONI NOVAK;NOVAK;Eslovenia;25;172;73;R;R;RB; LB RB LMF RMF;2;71;67;77;86;83;83;84;79;80;74;76;79;81;70;81;68;76;75;78;77;81;50;81;7;5;4
S. LIVINGSTONE;LIVINGSTONE;Chile;25;181;76;R;R;GK; GK;2;31;91;84;69;70;92;88;53;58;55;65;61;66;44;83;44;46;46;96;58;86;92;83;7;4;3
CARLOS TRUCCO;TRUCCO;Bolivia;25;180;78;R;R;GK; GK;1;39;82;83;72;76;85;87;63;63;66;66;72;74;47;80;45;45;47;87;62;85;85;82;6;5;5
BOTERO;BOTERO;Bolivia;25;182;81;R;R;CF; CF;1;87;41;85;79;76;86;80;76;79;73;72;70;69;85;85;71;74;85;80;79;79;50;74;6;6;7
M. ALBORTA;ALBORTA;Bolivia;25;172;68;R;R;SS; SS CF;1;82;38;75;82;83;81;84;82;81;83;81;80;79;81;81;75;75;77;76;84;82;40;82;6;6;6
M. MORENO;M. MORENO;Bolivia;25;187;83;R;R;CF; SS CF;1;85;49;86;82;82;85;79;81;79;74;74;70;73;84;85;73;76;86;84;83;79;50;76;6;7;6
BRYAN RUIZ;BRYAN RUIZ;Costa Rica;25;186;77;L;R;AMF; LMF RMF AMF LWF RWF SS;1;81;44;78;78;80;75;79;88;80;83;75;80;76;80;79;75;80;74;73;88;65;50;75;4;4;3
TOM BOYD;BOYD;Escocia;25;181;73;R;R;LB; CB LB RB LMF RMF;1;70;80;81;87;86;82;84;78;80;76;76;78;81;65;80;67;78;80;84;78;86;50;81;7;6;6
P. BARRERA;P. BARRERA;Mexico;25;175;65;R;R;RMF; CMF LMF RMF AMF LWF RWF SS;2;70;39;68;77;80;71;83;80;82;72;70;70;72;68;73;69;72;62;73;78;64;50;67;4;5;5
E. MART�NEZ;MARTINEZ;Argentina;27;195;90;R;R;GK; GK;2;30;79;88;55;69;88;62;50;49;53;52;60;62;45;82;45;45;55;72;50;70;86;68;4;4;4
H. FRAN�ILLON;FRANCILLON;?????;25;184;80;R;R;GK; GK;1;30;85;80;59;70;94;75;45;47;54;51;53;55;42;77;42;45;46;85;48;78;80;70;5;4;3
RICHARLISON;RICHARLISON;Brasil;25;179;74;R;R;SS; LWF RWF SS CF;1;86;45;84;84;84;86;85;84;83;79;79;77;78;86;84;77;80;84;83;84;63;50;63;6;6;6
BELGHAZOUANI;BELGHAZOUANI;Republica Democratica do Congo;25;180;70;R;R;RMF; LMF RMF AMF SS;2;68;40;68;73;85;66;81;83;80;73;70;73;71;68;76;63;65;63;72;82;60;50;60;3;5;5
JIM LEIGHTON;LEIGHTON;Escocia;25;187;83;R;R;GK; GK;1;30;87;85;70;68;86;81;54;56;58;65;62;67;44;84;44;49;45;83;58;86;86;81;7;4;4
V. TROFIMOV;TROFIMOV;Russia;25;163;65;R;R;RWF; LWF RWF;2;85;48;78;83;86;79;92;90;85;83;79;82;77;84;85;73;78;72;74;87;79;50;79;6;6;6
PAT RICE;PAT RICE;Irlanda do Norte;25;173;77;R;R;RB; RB;2;72;81;83;87;83;85;82;76;80;78;78;82;80;69;79;66;72;80;83;78;96;50;90;8;5;5
STEFANESCU;STEFANESCU;Romenia;25;178;72;R;R;CB; CB;1;71;87;86;84;79;87;81;81;78;83;78;83;79;74;84;71;73;88;81;83;83;50;86;7;6;6
L. GERNHARDT;GERNHARDT;Austria;25;171;72;R;R;CMF; CB DMF CMF RMF AMF SS CF;1;79;74;83;87;80;82;79;83;77;83;77;82;79;80;84;82;74;74;77;84;84;55;83;6;6;5
RAYMOND BRAINE;BRAINE;Belgica;25;175;70;R;R;CF; SS CF;1;93;38;78;85;86;92;89;88;84;79;76;75;73;93;86;73;75;84;84;87;83;50;80;6;7;7
JAN L�LA;LALA;Republica Checa;25;174;78;R;R;RB; CB RB;1;68;84;85;86;79;83;84;79;81;77;77;79;79;70;85;67;74;81;84;79;90;50;84;8;5;5
ARTO TOLSA;TOLSA;Finlandia;25;184;82;R;R;RB; CWP CB LB RB;2;77;82;84;86;83;84;83;81;82;78;77;81;83;70;84;68;71;83;82;79;84;50;86;7;6;6
WIJNSTEKERS;WIJNSTEKERS;Holanda;25;177;73;R;R;RB; CB RB RMF;2;74;71;79;87;85;78;83;79;78;79;77;82;81;68;82;67;84;72;79;80;84;50;81;6;5;5
MARCHISIO;MARCHISIO;Italia;25;179;76;R;R;CMF; DMF CMF LMF RMF AMF;2;78;74;80;92;77;84;81;86;81;85;84;84;81;77;85;75;77;76;77;86;83;50;90;7;7;6
D. MUNTEANU;MUNTEANU;Romenia;25;170;72;L;R;CMF; DMF CMF LMF AMF;1;78;73;83;88;82;83;83;84;80;85;83;84;81;76;89;80;81;73;78;85;89;50;86;7;5;5
STEVAN JOVETI?;JOVETIC;Montenegro;25;183;78;R;R;SS; AMF LWF RWF SS CF;1;85;43;83;82;82;84;84;88;82;85;78;81;78;84;85;77;83;79;83;87;77;50;80;6;7;7
THOMAS HELVEG;HELVEG;Dinamarca;25;181;80;R;R;RB; CB RB DMF RMF;1;73;83;85;87;82;84;81;78;82;78;81;82;82;70;82;69;75;79;82;79;85;50;86;7;6;5
ANGELO PERUZZI;PERUZZI;Italia;25;181;90;R;R;GK; GK;1;30;94;90;69;67;92;82;54;58;67;66;66;66;45;85;45;47;45;89;59;86;93;84;7;5;4
FRANCESCHINI;FRANCESCHINI;Italia;25;179;74;L;R;LMF; CMF LMF;2;76;61;79;85;82;79;83;80;81;76;78;82;81;72;83;72;76;74;79;81;82;45;84;7;5;5
O. BUGATTI;BUGATTI;Italia;25;173;75;R;R;GK; GK;2;30;90;83;64;73;92;84;52;56;57;56;60;65;44;81;45;47;54;95;57;84;86;73;6;4;4
IVO COCCONI;COCCONI;Italia;25;178;77;R;R;RB; CB RB;2;58;83;85;86;79;84;78;78;77;78;76;79;78;61;83;64;70;83;84;80;88;50;84;6;5;5
SEBINO NELA;NELA;Italia;25;177;73;R;R;LB; CB LB LMF;1;72;78;88;91;83;83;80;77;83;74;81;78;86;72;91;79;78;77;83;79;88;50;83;7;4;4
G. LODETTI;LODETTI;Italia;25;172;67;R;R;DMF; DMF CMF;1;72;77;81;91;84;86;85;83;80;83;80;83;82;72;83;70;77;83;86;83;87;50;86;7;5;5
BOBBY ROBSON;ROBSON;Inglaterra;25;180;72;R;R;AMF; DMF CMF AMF LWF RWF SS;2;84;82;83;83;80;82;79;81;78;86;83;85;81;84;83;75;76;73;73;83;84;40;87;7;6;6
VIV ANDERSON;VIV ANDERSON;Inglaterra;25;185;78;R;R;RB; CB RB;2;75;78;83;93;86;85;83;76;82;77;79;81;81;71;83;67;79;86;83;80;92;50;88;8;5;4
JIMMY JOHNSTONE;JOHNSTONE;Escocia;25;163;60;R;R;RWF; LMF RMF LWF RWF;2;87;47;76;86;85;82;97;95;92;82;77;85;80;84;82;74;81;75;83;93;83;50;77;7;6;5
CALLEJ�N;CALLEJON;Espanha;25;179;71;R;R;RMF; LMF RMF LWF RWF SS CF;1;77;52;75;85;83;78;83;82;83;75;75;78;80;76;82;73;79;75;77;80;73;50;78;6;5;5
PICHICHI;PICHICHI;Espanha;25;168;62;R;R;CF; LWF SS CF;1;92;32;77;84;87;90;90;86;85;74;72;71;71;92;82;71;73;82;84;85;78;50;74;7;6;6
BRINDISI;BRINDISI;Argentina;25;176;72;R;R;AMF; CMF LMF RMF AMF SS;2;86;65;78;86;83;85;85;88;81;88;81;88;83;86;84;90;89;75;76;88;81;45;91;6;6;6
M�CHEL SALGADO;SALGADO;Espanha;25;175;73;R;R;RB; RB;1;75;77;83;91;83;83;84;78;83;78;80;80;82;69;84;67;77;71;82;80;91;50;85;7;5;5
GLYN PARDOE;PARDOE;Inglaterra;25;178;76;R;R;LB; CB LB RB LMF RMF LWF SS;1;77;78;84;86;82;82;78;76;77;78;77;79;78;73;83;68;73;77;80;78;84;50;83;7;6;6
NASKO SIRAKOV;SIRAKOV;Bulgaria;25;186;82;R;R;CF; RB RMF AMF RWF SS CF;2;86;53;85;85;85;87;82;85;79;82;77;78;77;86;83;70;73;91;87;83;83;50;81;6;7;6
IBRAHIM AOUDOU;AOUDOU;Camaroes;25;185;84;R;R;CB; CB LB RB DMF;1;69;85;87;85;81;85;82;76;76;78;77;77;78;70;85;77;72;84;86;79;85;50;84;7;5;5
SERGE MAGUY;MAGUY;Costa do Marfim;25;170;68;L;R;CMF; CMF AMF;1;80;51;79;89;85;80;87;88;87;87;86;86;85;84;82;83;83;74;78;87;76;40;88;7;5;4
�RIC CANTONA;CANTONA;Franca;25;188;88;R;R;SS; AMF SS CF;1;91;46;92;82;83;85;81;92;84;89;83;87;82;88;89;80;82;87;79;95;87;45;84;7;6;6
MI?O BRE?KO;BRECKO;Eslovenia;25;178;74;R;R;RB; LB RB LMF RMF;1;72;68;78;86;84;80;84;77;82;75;75;78;78;67;82;74;79;75;79;78;81;50;81;6;5;6
S�RGIO MANOEL;SERGIO;Brasil;25;177;73;L;R;CMF; LB CMF LMF AMF LWF;1;73;70;82;83;83;81;84;83;80;84;78;85;82;76;86;89;88;75;78;85;81;45;83;6;3;3
THOMAS N'KONO;N KONO;Camaroes;25;183;80;R;R;GK; GK;1;36;89;85;69;74;94;88;60;69;62;67;65;72;45;82;46;48;53;91;64;84;91;83;7;4;4
STANLEY MENZO;MENZO;Holanda;25;187;85;R;R;GK; GK;1;40;80;88;69;73;87;78;64;71;68;67;69;71;50;83;50;50;50;86;65;82;84;82;6;5;5
BILL BROWN;BROWN;Escocia;25;178;74;R;R;GK; GK;1;30;87;83;68;68;86;80;52;54;62;64;70;66;45;82;43;48;45;88;52;82;89;85;7;4;4
ZYGMUNT ANCZOK;ANCZOK;Polonia;25;177;79;R;R;LB; LB;1;73;79;87;95;86;83;88;79;82;78;77;81;80;66;81;67;77;79;83;80;85;50;84;7;6;6
RUMMENIGGE;RUMMENIGGE;Alemanha;25;182;80;R;R;SS; LWF RWF SS CF;1;94;47;88;87;88;90;87;91;90;84;83;84;84;92;89;82;84;87;87;90;86;50;83;7;6;5
METZELDER;METZELDER;Alemanha;25;193;89;R;R;CB; CB;1;62;86;87;84;78;85;77;73;76;73;76;74;76;62;84;63;64;85;84;75;82;50;81;6;5;5
�LVARO CARDOSO;A. CARDOSO;Portugal;25;175;72;R;R;CB; CB LB RB DMF;1;62;87;84;88;82;85;81;75;79;77;80;78;81;64;84;63;70;81;84;77;95;50;91;7;6;5
CHARLIE TULLY;TULLY;Irlanda do Norte;25;173;67;L;R;LWF; LMF LWF SS;1;85;51;78;86;85;84;91;92;87;86;84;87;84;84;86;87;94;74;78;91;81;40;87;6;6;6
LAZAROS;LAZAROS;Grecia;25;183;77;R;R;LMF; LMF RMF AMF LWF RWF SS;1;73;42;75;78;84;75;77;78;83;72;69;76;76;71;75;73;76;74;70;75;66;50;68;4;4;4
LUCA TONI;TONI;Italia;25;193;91;R;R;CF; CF;1;96;35;94;84;76;94;77;78;78;74;71;68;70;87;82;67;78;94;75;84;78;45;80;7;7;6
YARMOLENKO;YARMOLENKO;Ucrania;25;189;80;L;R;RWF; LMF RMF LWF RWF SS CF;1;80;52;84;85;85;78;84;87;84;78;79;81;82;81;83;74;83;76;77;85;77;45;77;5;5;3
P. MANFREDINI;MANFREDINI;Argentina;25;175;72;R;R;CF; CF;1;91;39;82;83;86;92;87;78;82;73;71;72;71;91;78;67;74;86;85;82;78;50;79;8;7;6
GHITO VERNAZZA;S. VERNAZZA;Argentina;25;178;79;R;R;RWF; AMF LWF RWF SS CF;1;87;42;83;84;84;88;85;83;85;76;74;77;74;84;93;86;77;81;82;85;80;50;78;7;6;5
TITUS OZON;OZON;Romenia;25;170;65;R;R;SS; AMF SS CF;1;88;37;76;80;83;83;89;94;87;86;80;83;78;87;79;76;79;72;75;93;85;40;78;6;6;5
T. SVENSSEN;SVENSSEN;Noruega;25;190;86;R;R;CB; CB;2;62;91;94;82;75;84;74;73;71;74;72;76;75;65;86;67;63;86;83;75;87;50;81;7;5;5
OSCAR BASSO;BASSO;Argentina;25;176;77;R;R;CB; CB;1;64;91;85;85;77;90;76;77;75;79;79;78;77;67;84;66;67;85;88;82;90;50;85;6;6;5
CLAUDIOMIRO;CLAUDIOMIRO;Brasil;25;168;75;R;R;CF; CF;1;90;33;86;80;82;88;84;83;83;78;78;75;78;88;86;76;79;84;82;83;82;50;79;6;6;5
WILLIAN;WILLIAN;Brasil;25;174;71;R;R;AMF; LMF RMF AMF LWF RWF SS;1;80;58;82;87;88;83;90;88;88;82;83;79;83;78;82;81;87;68;80;86;79;50;85;7;6;6
BERCELLINO;BERCELLINO;Italia;25;177;74;R;R;SS; SS CF;1;85;39;84;81;78;83;79;83;76;74;76;73;75;83;81;81;79;81;84;86;73;50;74;7;6;5
D. L. L�PEZ;LOPEZ;Uruguai;25;180;76;R;R;CB; CB RB;1;67;84;84;83;77;83;78;74;75;73;75;74;78;67;83;67;69;83;86;74;86;50;84;7;5;4
CL�UDIO AD�O;C. ADAO;Brasil;25;185;78;R;R;CF; SS CF;1;90;40;86;83;79;89;81;82;80;79;77;79;78;87;86;83;79;87;86;83;84;50;78;6;6;5
ROGER MAGNUSSON;MAGNUSSON;Suecia;25;181;76;R;R;RWF; RMF RWF SS;2;83;43;83;83;86;80;93;94;93;82;80;87;83;80;84;78;83;81;82;93;76;45;68;7;5;6
PAT CRERAND;CRERAND;Escocia;25;178;77;R;R;DMF; CB DMF CMF AMF;1;72;77;84;88;78;85;78;78;74;90;87;91;86;71;83;78;78;73;78;84;87;50;92;8;5;5
JOHN A. HANSEN;J. A. HANSEN;Dinamarca;25;187;78;L;R;SS; SS CF;1;93;37;87;84;79;87;82;85;81;81;80;81;80;90;89;79;82;96;90;85;86;50;84;6;7;7
JOHN SIVEBAEK;SIVEBAEK;Dinamarca;25;180;81;R;R;RB; RB RMF;1;75;74;86;89;85;85;84;78;81;75;75;79;84;69;84;69;70;77;82;78;84;50;85;6;5;5
R. PROSINE?KI;PROSINECKI;Croacia;25;182;77;R;R;AMF; CMF LMF RMF AMF;1;84;45;86;80;79;80;87;95;85;91;87;90;83;79;86;79;83;72;74;94;77;40;78;6;6;5
DEJAN LOVREN;LOVREN;Croacia;25;188;84;R;R;CB; CB;1;62;83;88;81;80;82;79;74;71;76;75;78;77;65;82;65;70;82;83;75;77;50;71;5;7;5
FATIH AKYEL;FATIH AKYEL;Turquia;25;180;79;R;R;RB; CB RB;1;68;82;84;85;83;84;82;76;78;75;79;78;80;68;84;68;69;83;84;78;84;50;86;7;4;4
JIMMY GREAVES;J. GREAVES;Inglaterra;25;173;68;L;R;CF; LWF RWF SS CF;1;96;37;78;84;86;96;92;86;88;83;77;85;78;97;82;81;84;85;86;87;77;45;76;8;6;5
DIEGO CAVALIERI;CAVALIERI;Brasil;25;191;85;L;R;GK; GK;1;30;83;83;69;67;88;77;61;62;56;58;60;63;44;82;44;47;45;82;60;79;85;76;6;4;4
RUB�N MARCOS;R. MARCOS;Chile;25;181;72;L;R;CMF; DMF CMF LMF RMF AMF;1;82;77;82;96;84;83;82;85;80;86;81;84;79;80;86;76;73;86;79;85;86;45;88;8;6;6
D. FORTUNATO;FORTUNATO;Italia;25;181;79;R;R;CMF; CMF AMF;1;77;66;83;86;82;82;79;83;79;84;85;82;81;75;84;79;78;81;84;82;83;50;84;7;5;5
M. DI LORETO;DI LORETO;Italia;25;186;86;R;R;CB; CB;1;67;82;87;81;78;82;75;72;75;72;74;73;75;67;84;66;69;85;80;72;82;50;82;7;5;5
ELIO VANARA;VANARA;Italia;25;172;71;L;R;RB; LB RB DMF CMF LMF RMF AMF;1;76;69;80;85;83;83;84;82;82;83;82;84;82;73;83;76;82;71;79;83;82;50;88;6;7;6
ASANOVI?;ASANOVI?;Croacia;25;186;82;L;R;AMF; CMF LMF AMF;1;82;55;89;83;77;81;78;86;78;93;87;87;85;76;84;84;87;74;73;89;83;40;87;5;5;5
L. COMASCHI;COMASCHI;Italia;25;176;83;R;R;CB; CB LB RB;1;61;84;87;81;80;83;77;73;74;75;74;76;79;63;83;64;66;82;82;74;86;50;79;7;5;5
FABIO MORO;MORO;Italia;25;180;73;R;R;RB; LB RB;1;69;74;81;85;79;80;78;75;79;74;74;76;77;68;82;68;75;76;81;78;82;50;83;7;6;6
EZIO PASCUTTI;EZIO PASCUTTI;Italia;25;174;72;R;R;CF; LWF CF;1;90;39;84;82;86;87;87;80;83;76;71;79;75;84;81;75;78;90;87;80;85;50;73;7;5;4
DARIO H�BNER;HUBNER;Italia;25;184;78;R;R;CF; CF;2;90;35;87;82;83;90;83;83;82;76;74;72;73;88;85;80;80;86;82;85;80;50;79;8;7;7
KOHLMEYER;KOHLMEYER;Alemanha;25;174;76;L;R;LB; CB LB;2;65;85;85;87;90;84;84;75;82;75;75;77;80;66;82;65;67;83;92;76;88;50;84;8;5;4
CASAGRANDE;CASAGRANDE;Brasil;25;189;85;R;R;CF; AMF SS CF;1;90;45;88;83;80;86;79;83;80;83;77;77;73;88;87;79;75;90;86;85;80;50;82;6;5;5
CLAUDIO SALA;SALA;Italia;25;178;74;R;R;RMF; LMF RMF AMF LWF RWF SS;1;82;55;81;85;86;82;90;91;89;84;82;90;83;81;81;80;85;78;81;91;86;45;90;7;7;7
ANDREAS KUPFER;KUPFER;Alemanha;25;172;74;L;R;DMF; DMF CMF;1;73;79;86;88;84;83;83;86;80;88;87;86;85;73;87;73;73;78;80;87;90;45;88;7;6;6
DAD� MARAVILHA;DARIO;Brasil;25;186;77;R;R;CF; CF;1;95;34;87;82;84;95;87;78;79;77;76;75;77;92;85;68;69;98;96;80;79;50;71;6;7;6
OSCAR ROSSI;ROSSI;Argentina;25;171;72;R;R;CMF; DMF CMF AMF SS;1;83;61;80;86;78;78;81;86;78;85;77;88;76;78;84;77;80;67;71;86;80;40;88;6;6;5
STJEPAN BOBEK;BOBEK;Croacia;25;176;76;R;R;SS; AMF SS CF;1;93;34;82;81;81;90;84;96;84;89;82;84;79;93;83;83;85;80;77;94;84;40;84;6;7;7
D. HAMANN;HAMANN;Alemanha;25;189;83;R;R;DMF; DMF CMF LMF RMF;1;76;79;87;87;77;81;76;81;73;84;83;87;85;74;94;85;79;78;74;83;84;45;88;7;6;5
HEINZ FLOHE;FLOHE;Alemanha;25;175;72;L;R;AMF; CMF LMF AMF;1;83;57;81;88;84;79;85;91;85;90;83;90;83;79;85;77;85;72;74;92;82;40;87;7;6;5
HORST HRUBESCH;HRUBESCH;Alemanha;25;188;87;R;R;CF; CF;1;91;53;95;82;80;85;73;80;74;79;79;73;70;86;86;68;74;98;89;81;87;50;81;6;5;5
RUITER;RUITER;Holanda;25;196;78;R;R;GK; GK;2;30;72;86;55;66;76;63;50;52;48;40;52;65;40;80;42;40;45;70;50;60;75;60;3;4;4
DUMITRESCU;DUMITRESCU;Romenia;25;172;65;R;R;LWF; LMF RMF AMF LWF RWF SS;1;83;44;76;86;88;85;92;86;88;84;78;81;77;83;85;79;84;71;76;85;81;45;79;6;7;6
T. BALARAM;BALARAM;India;25;171;70;R;R;SS; CMF AMF LWF SS CF;1;81;52;72;80;85;77;83;79;80;81;75;78;74;80;78;75;82;67;71;84;80;40;82;6;6;5
IPOJUCAN;IPOJUCAN;Brasil;25;190;81;L;R;AMF; AMF SS;1;81;30;84;76;78;76;80;93;78;90;78;91;78;82;85;84;84;78;75;97;67;40;69;5;6;5
CATANHA;CATANHA;Espanha;25;178;73;R;R;CF; CF;1;87;56;84;86;83;87;86;81;79;78;77;76;76;88;87;72;72;93;91;78;81;50;81;6;6;6
LARANJEIRA;LARANJEIRA;Portugal;25;182;83;R;R;CB; CB;1;62;84;89;83;78;84;79;76;74;77;75;77;76;63;84;61;68;86;86;77;86;50;82;6;4;4
A. ALTOBELLI;ALTOBELLI;Italia;25;181;66;R;R;CF; CF;1;93;37;80;83;83;91;86;82;83;75;73;69;71;89;84;78;79;92;87;84;80;50;78;7;7;6
ATILIO GARC�A;GARCIA;Uruguai;25;172;67;R;R;CF; CF;1;91;32;77;83;89;92;87;89;91;77;76;73;75;91;91;72;78;88;88;86;82;50;76;7;5;5
NORBERTO Y�CONO;YACONO;Argentina;25;162;60;R;R;RB; CB LB RB;1;64;86;77;86;83;82;82;78;80;80;78;76;75;66;80;65;68;77;92;79;89;50;83;8;4;4
W. OLIVERA;OLIVERA;Uruguai;25;184;82;R;R;CB; CB;1;57;87;89;80;76;83;74;72;71;74;78;76;79;64;83;57;61;88;85;74;90;50;83;6;5;5
DE RIDDER;S. DE RIDDER;Belgica;25;179;73;R;R;SS; LWF RWF SS CF;2;73;35;73;78;77;75;77;76;76;70;71;69;70;73;72;62;63;73;74;74;69;50;73;4;5;5
PER RONTVED;RONTVED;Dinamarca;25;186;80;L;R;CWP; CWP CB DMF;2;71;85;89;84;77;84;74;75;76;77;79;84;85;74;89;84;71;85;83;77;83;50;85;7;5;4
F. LEVRATTO;LEVRATTO;Italia;25;182;81;L;R;LWF; LWF CF;1;87;36;87;79;84;82;82;84;80;75;72;76;78;85;94;77;69;78;81;84;79;50;75;6;5;5
ROLAND NILSSON;R. NILSSON;Suecia;25;179;76;R;R;RB; CB LB RB;1;72;78;79;90;85;82;85;79;82;76;76;81;79;65;83;65;75;79;82;79;82;50;90;7;5;5
E. KALLET BIALY;BIALY;Costa do Marfim;25;177;75;R;R;AMF; CMF RMF AMF SS;2;84;48;78;86;82;83;84;87;84;89;84;88;83;84;82;84;85;77;76;90;86;40;87;6;6;6
HENRIQUE;HENRIQUE;Brasil;25;185;75;R;R;CB; CB RB DMF;1;66;83;83;83;78;81;78;77;77;79;79;79;78;66;83;66;71;83;83;77;78;50;80;6;5;5
L. C. PEREA;PEREA;Colombia;25;181;81;R;R;CB; CB;1;58;80;90;82;78;83;76;71;75;75;79;73;82;65;86;62;64;83;79;74;80;50;78;6;5;4
D. MORFEO;MORFEO;Italia;25;170;67;L;R;AMF; AMF SS;1;81;35;74;83;82;78;86;91;80;90;83;88;82;80;78;86;87;66;71;91;72;40;78;7;5;4
SALVATORE BAGNI;BAGNI;Italia;25;178;80;R;R;DMF; DMF CMF RMF RWF;1;77;82;86;89;79;88;80;84;77;83;81;80;80;77;85;76;75;82;80;82;94;50;87;7;5;4
J. LESCOTT;LESCOTT;Inglaterra;25;191;88;L;R;CB; CB LB;1;66;84;89;85;80;82;78;72;81;72;72;75;78;63;79;64;74;86;84;72;73;50;75;6;4;4
AMANCIO AMARO;AMANCIO;Espanha;25;176;74;R;R;RWF; RMF RWF SS;1;85;45;79;85;88;83;92;90;92;81;78;84;82;83;83;77;81;76;83;89;84;50;83;6;6;6
PIRRI;PIRRI;Espanha;25;176;72;R;R;DMF; CWP CB DMF CMF AMF;1;83;80;82;94;82;90;82;85;82;87;83;86;83;82;88;79;81;83;87;85;96;50;94;8;6;6
V. S�NCHEZ;V. SANCHEZ;Espanha;25;174;73;R;R;CMF; CB LB RB DMF CMF LMF RMF AMF CF;2;68;69;76;82;77;77;77;75;74;74;74;75;76;66;73;69;73;72;75;76;72;50;77;5;6;6
V�CTOR V�ZQUEZ;VICTOR VAZQUEZ;Espanha;25;178;74;R;R;AMF; CMF LMF RMF AMF LWF RWF SS CF;0;73;49;74;76;76;74;77;78;75;83;75;79;71;72;75;76;76;72;74;79;69;50;70;4;5;5
ROALD JENSEN;JENSEN;Noruega;25;171;63;R;R;RWF; LMF RMF LWF RWF;1;85;44;74;83;85;79;92;92;90;84;80;87;80;79;82;77;82;69;74;89;75;40;79;6;7;7
CARLO NERVO;NERVO;Italia;25;180;71;R;R;RMF; CMF RMF RWF;1;77;69;79;87;84;80;85;83;84;81;79;84;83;78;84;75;79;72;78;83;85;45;89;8;5;5
S. PERRYMAN;PERRYMAN;Inglaterra;25;173;70;R;R;RB; CB RB DMF CMF;1;76;76;84;89;83;86;84;79;81;84;80;81;81;76;79;70;71;79;80;79;91;50;87;8;5;5
MARK WRIGHT;WRIGHT;Inglaterra;25;188;83;R;R;CB; CWP CB;1;67;88;86;85;77;86;78;78;75;75;77;77;78;65;82;71;73;90;85;79;86;50;85;7;5;5
STAN LAZARIDIS;LAZARIDIS;Australia;25;175;75;L;R;LMF; LB DMF CMF LMF;1;75;68;79;83;87;76;85;84;84;77;77;82;84;73;83;81;77;66;74;82;77;40;82;7;5;4
LUDOVIC GIULY;GIULY;Franca;25;164;63;R;R;RWF; LMF RMF LWF RWF SS;1;85;50;77;87;89;86;90;85;88;81;82;83;81;84;84;75;77;74;76;84;84;40;83;7;6;5
R. MERLO;MERLO;Argentina;25;181;79;R;R;DMF; DMF;2;65;80;83;86;77;85;77;76;75;77;75;78;78;65;78;62;68;81;83;77;90;50;87;6;5;4
KYLIAN MBAPP�;MBAPPE;Franca;25;179;77;R;R;SS; LWF RWF SS CF;1;93;42;83;85;94;93;96;93;91;83;81;82;81;90;85;78;83;82;83;91;84;50;80;7;6;6
VICENTE GUAITA;GUAITA;Espanha;25;190;80;R;R;GK; GK;2;30;80;82;60;66;85;69;53;51;54;55;57;62;44;77;45;45;53;79;54;70;80;70;5;3;3
ROBERTO;ROBERTO;Brasil;25;176;74;R;R;CF; SS CF;1;85;43;84;84;83;88;85;81;82;77;76;76;75;84;83;76;77;85;83;81;86;50;80;7;6;5
STELIOS MANOLAS;MANOLAS;Grecia;25;188;84;R;R;CB; CB;2;61;90;86;82;78;87;77;79;76;76;78;72;74;63;84;66;71;86;84;79;87;50;83;7;5;5
MART� CRESP�;M. CRESPI;Espanha;25;181;76;R;R;CB; CB;1;50;73;78;75;73;75;71;66;66;68;66;69;69;55;73;55;55;73;75;67;68;50;68;4;5;5
ALIBERTI;ALIBERTI;Italia;25;170;70;R;R;DMF; DMF CMF;2;68;77;81;85;80;83;80;84;78;85;80;83;79;69;81;68;71;78;83;87;81;50;87;5;6;5
M. CACCIATORI;CACCIATORI;Italia;25;178;75;R;R;GK; GK;2;30;85;82;69;71;87;78;53;56;55;59;57;65;45;83;45;49;45;87;55;79;85;81;7;4;4
ROJITAS;ANGEL ROJAS;Argentina;25;179;72;R;R;SS; AMF LWF RWF SS CF;1;88;41;78;81;84;78;89;91;85;86;78;81;77;84;81;76;79;79;75;92;77;40;79;6;5;4
MICK CHANNON;CHANNON;Inglaterra;25;183;74;R;R;CF; LWF RWF SS CF;1;89;49;83;86;84;87;88;85;86;80;77;76;77;87;85;73;75;85;82;86;86;50;89;7;6;6
ENZO FRANCESCOLI;FRANCESCOLI;Uruguai;25;181;73;R;R;SS; AMF SS;1;90;43;82;83;83;86;87;95;88;93;84;89;84;91;84;90;93;83;81;96;79;50;84;7;6;5
